EKITI STATE GOVERNORSHIP ELECTION RESULTS 2026,,,,,,,,,,,,RESULT SUMMARY,,,,,,,
Results from Irev,,,,,,,,,,,,APC,PDP,ADC,LP,ACCORD,SDP,Total PU,PU Entered
Result by Polling Units,,,,,,,,,,,,00,00,00,00,00,00,2445,0
LGA,WARD,WARD CODE,POLLING UNITS,PU CODE,APC,PDP,ADC,LP,ACCORD,SDP,,,,,,,,,
EKITI SOUTH WEST,ILAWE III,03,"ADO ROAD , AT ST. JOHN'S SCHOOL",002,,,,,,,,,,,,,,,
EKITI SOUTH WEST,ILAWE III,03,CHIEF AGBAJELOLA / OMIODO / AT ST. JOHN'S SCHOOL,003,,,,,,,,,,,,,,,
EKITI SOUTH WEST,ILAWE III,03,ALATORO / OKEBEDO / NEAR ALATORO,004,,,,,,,,,,,,,,,
EKITI SOUTH WEST,ILAWE III,03,EKUASA / NEAR EKUASA,005,,,,,,,,,,,,,,,
EKITI SOUTH WEST,ILAWE III,03,"IGUNMRIN COMMUNITY / NEAR DISPENSARY , IGUNRIN",006,,,,,,,,,,,,,,,
EKITI SOUTH WEST,ILAWE III,03,"GIRIGBOMOLA , NEAR GIRIGBOMOLA",007,,,,,,,,,,,,,,,
EKITI SOUTH WEST,ILAWE III,03,"OKELOYE / OKEBEDO , AT ST. JOHN'S SCHOOL",008,,,,,,,,,,,,,,,
EKITI SOUTH WEST,ILAWE III,03,"IDIAGBA / IKEREJE / OLORO , NEAR IKEREJE",009,,,,,,,,,,,,,,,
EKITI SOUTH WEST,ILAWE III,03,"MOGUN / IBIYEMI , NEAR IBIYEMI",010,,,,,,,,,,,,,,,
EKITI SOUTH WEST,ILAWE III,03,"ODOFIN , NEAR OISA OKE'S HOUSE",011,,,,,,,,,,,,,,,
,SUM,,,,0,0,0,0,0,0,,,,,,,,,
EKITI SOUTH WEST,ILAWE IV,04,A. U. D. AREA AT BETTER LIFE CENTRE,001,,,,,,,,,,,,,,,
EKITI SOUTH WEST,ILAWE IV,04,"ERITA / ILE ABIYE / CHIEF EJISUN , AT ILE ABIYE MAT. CENTRE",002,,,,,,,,,,,,,,,
EKITI SOUTH WEST,ILAWE IV,04,"APELUA , NEAR APELUA COMPOUND",003,,,,,,,,,,,,,,,
EKITI SOUTH WEST,ILAWE IV,04,MOSQUE / ASAMO / ONAJOBI / AKINYEMI NEAR ONAJOBI,004,,,,,,,,,,,,,,,
EKITI SOUTH WEST,ILAWE IV,04,MOGUN / AGBADAOLA NEAR MOGUN,005,,,,,,,,,,,,,,,
EKITI SOUTH WEST,ILAWE IV,04,OJUGBESE NEAR OJUGBESE,006,,,,,,,,,,,,,,,
EKITI SOUTH WEST,ILAWE IV,04,OLOKE EGO NEAR OLOKE EGO,007,,,,,,,,,,,,,,,
EKITI SOUTH WEST,ILAWE IV,04,OKE IGBALA AREA NEAR OKE IGBALA,008,,,,,,,,,,,,,,,
EKITI SOUTH WEST,ILAWE IV,04,ILORO / OGBONI / OJUMU NEAR OGBONI IN FRONT AKINYEMI'S HOUSE,009,,,,,,,,,,,,,,,
EKITI SOUTH WEST,ILAWE IV,04,OKE AGBEDE NEAR OKE AGBEDE,010,,,,,,,,,,,,,,,
EKITI SOUTH WEST,ILAWE IV,04,ELEWERE NEAR ELEWERE,011,,,,,,,,,,,,,,,
EKITI SOUTH WEST,ILAWE IV,04,ILORO AREA NEAR AJILA'S HOUSE,012,,,,,,,,,,,,,,,
EKITI SOUTH WEST,ILAWE IV,04,AFUNREMU AREA AT AFUNREMU PRY SCHOOL I,013,,,,,,,,,,,,,,,
EKITI SOUTH WEST,ILAWE IV,04,AFUNREMU AREA AT AFUNREMU PRY SCHOOL II,014,,,,,,,,,,,,,,,
EKITI SOUTH WEST,ILAWE IV,04,AFUNREMU AT AFUNREMU PRY. SCHOOL,015,,,,,,,,,,,,,,,
,SUM,,,,0,0,0,0,0,0,,,,,,,,,
EKITI SOUTH WEST,ILAWE V,05,OKE ADIN / DURODOLA / AT HOLY TRINITY SCHOOL,001,,,,,,,,,,,,,,,
EKITI SOUTH WEST,ILAWE V,05,DURODOLA / AT HOLY TRINITY SCHOOL,002,,,,,,,,,,,,,,,
EKITI SOUTH WEST,ILAWE V,05,OKE OSUN / ADELE / AT HOLY TRINITY SCHOOL,003,,,,,,,,,,,,,,,
EKITI SOUTH WEST,ILAWE V,05,IDI OSE / ALARIKO / AT HOLY TRINITY SCHOOL,004,,,,,,,,,,,,,,,
EKITI SOUTH WEST,ILAWE V,05,ADIN AREA / AT HOLY TRINITY SCHOOL I,005,,,,,,,,,,,,,,,
EKITI SOUTH WEST,ILAWE V,05,ADIN AREA / AT HOLY TRINITY SCHOOL II,006,,,,,,,,,,,,,,,
EKITI SOUTH WEST,ILAWE V,05,OJURONGBE / AT ST. MARY' S SCHOOL,007,,,,,,,,,,,,,,,
EKITI SOUTH WEST,ILAWE V,05,ODOLE / AT ST. MARY'S SCHOOL,008,,,,,,,,,,,,,,,
EKITI SOUTH WEST,ILAWE V,05,OLOJA ADIN / AT ST. MARY'S SCHOOL I,009,,,,,,,,,,,,,,,
EKITI SOUTH WEST,ILAWE V,05,OLOJA ADIN / AT ST. MARY' S SCHOOL II,010,,,,,,,,,,,,,,,
EKITI SOUTH WEST,ILAWE V,05,C. C. C. AREA AT PRODUCE OFFICE,011,,,,,,,,,,,,,,,
EKITI SOUTH WEST,ILAWE V,05,ONILE OWO / SAJOWA COMPOUND AT PRY. HEALTH CENTRE,012,,,,,,,,,,,,,,,
,SUM,,,,0,0,0,0,0,0,,,,,,,,,
EKITI SOUTH WEST,ILAWE VI,06,ILE AKOGUN / EJIMO ELESI / AT EJIMO HALL,001,,,,,,,,,,,,,,,
EKITI SOUTH WEST,ILAWE VI,06,ILE OISA / AT L. A. PRY. SCHOOL,002,,,,,,,,,,,,,,,
EKITI SOUTH WEST,ILAWE VI,06,OKE AFIN / AT L. A. PRY. SCHOOL,003,,,,,,,,,,,,,,,
EKITI SOUTH WEST,ILAWE VI,06,OKELEMO / ELEMO / AT ELEMO HALL,004,,,,,,,,,,,,,,,
EKITI SOUTH WEST,ILAWE VI,06,ELEJOFI / AUSI / ELURIN / AT ST. PATRICK'S SCHOOL,005,,,,,,,,,,,,,,,
EKITI SOUTH WEST,ILAWE VI,06,AGBELUYI / AT L. A. PRY. SCHOOL,006,,,,,,,,,,,,,,,
EKITI SOUTH WEST,ILAWE VI,06,FANIKU / OLUYEMO / AT ST. PARTICK SCHOOL,007,,,,,,,,,,,,,,,
EKITI SOUTH WEST,ILAWE VI,06,ELERO / AT ELERO HALL,008,,,,,,,,,,,,,,,
EKITI SOUTH WEST,ILAWE VI,06,OSOLO / AT L. A. PRY. SCHOOL,009,,,,,,,,,,,,,,,
EKITI SOUTH WEST,ILAWE VI,06,ASA / OBANLA / NEAR OBANLA,010,,,,,,,,,,,,,,,
EKITI SOUTH WEST,ILAWE VI,06,OJUKO / NEAR OJUKO,011,,,,,,,,,,,,,,,
EKITI SOUTH WEST,ILAWE VI,06,OJUKO / NEAR ELEGBELEYE'S HOUSE,012,,,,,,,,,,,,,,,
EKITI SOUTH WEST,ILAWE VI,06,OMODARA / OLOMODULAWE / NEAR OMODARA,013,,,,,,,,,,,,,,,
,SUM,,,,0,0,0,0,0,0,,,,,,,,,
EKITI SOUTH WEST,ILAWE VII,07,ONIPA / NEAR ONIPA'S HOUSE,001,,,,,,,,,,,,,,,
EKITI SOUTH WEST,ILAWE VII,07,ONIPA / NEAR AJAKAYE'S HOUSE,002,,,,,,,,,,,,,,,
EKITI SOUTH WEST,ILAWE VII,07,OKEPA / NEAR ONIPA,003,,,,,,,,,,,,,,,
EKITI SOUTH WEST,ILAWE VII,07,OKIMI / APADABA / NEAR APADABA,004,,,,,,,,,,,,,,,
EKITI SOUTH WEST,ILAWE VII,07,IRO / EJIGBO / NEAR EJIGBO,005,,,,,,,,,,,,,,,
EKITI SOUTH WEST,ILAWE VII,07,ELEMO IRO / AT IRUNJA,006,,,,,,,,,,,,,,,
EKITI SOUTH WEST,ILAWE VII,07,KAJOLA AREA / AT C. A. M. C. SCHOOL,007,,,,,,,,,,,,,,,
EKITI SOUTH WEST,ILAWE VII,07,COURT HALL / MARKET / AT COURT HALL,008,,,,,,,,,,,,,,,
EKITI SOUTH WEST,ILAWE VII,07,ANGLICANS CHURCH / AT TOWN HALL,009,,,,,,,,,,,,,,,
EKITI SOUTH WEST,ILAWE VII,07,OKELOYE / AT ST. PETER'S SCHOOL,010,,,,,,,,,,,,,,,
EKITI SOUTH WEST,ILAWE VII,07,OLANIPEKUN / AT ST. PETERS SCHOOL,011,,,,,,,,,,,,,,,
,SUM,,,,0,0,0,0,0,0,,,,,,,,,
EKITI SOUTH WEST,IGBARA ODO I,08,SAPETU AREA / NEAR SAPETU,001,,,,,,,,,,,,,,,
EKITI SOUTH WEST,IGBARA ODO I,08,ADEBU / OLOWOFELA / AT ST. JAMES' SCHOOL,002,,,,,,,,,,,,,,,
EKITI SOUTH WEST,IGBARA ODO I,08,ADEBU / OLOWOFELA / AT ST. ANDREWS' SCHOOL,003,,,,,,,,,,,,,,,
EKITI SOUTH WEST,IGBARA ODO I,08,ELEMO ARE / AT ST. JAMES' SCHOOL,004,,,,,,,,,,,,,,,
EKITI SOUTH WEST,IGBARA ODO I,08,ELEMO ARE / NEAR ELEMO'S HOUSE,005,,,,,,,,,,,,,,,
EKITI SOUTH WEST,IGBARA ODO I,08,SAPETU / IGESA / AT ST. JOHN'S SCHOOL,006,,,,,,,,,,,,,,,
EKITI SOUTH WEST,IGBARA ODO I,08,OBASOYIN / AT ST. JOHN'S SCHOOL,007,,,,,,,,,,,,,,,
EKITI SOUTH WEST,IGBARA ODO I,08,SURULERE / AT COMMUNITY HIGH SCHOOL,008,,,,,,,,,,,,,,,
EKITI SOUTH WEST,IGBARA ODO I,08,OLD TECHNICAL SCHOOL / AT OLD TECHINCAL SCHOOL,009,,,,,,,,,,,,,,,
EKITI SOUTH WEST,IGBARA ODO I,08,OREMEJI / AT ST. JOHN'S SCHOOL,010,,,,,,,,,,,,,,,
EKITI SOUTH WEST,IGBARA ODO I,08,OKEOLUA / AT ST. ANDREWS SCHOOL,011,,,,,,,,,,,,,,,
EKITI SOUTH WEST,IGBARA ODO I,08,ITAPOROGUN / AT ST. JAMES' SCHOOL,012,,,,,,,,,,,,,,,
EKITI SOUTH WEST,IGBARA ODO I,08,AT TOLUWANI NURSERY PRY. SCHOOL / TOLUWANI PRY. SCHOOL,013,,,,,,,,,,,,,,,
EKITI SOUTH WEST,IGBARA ODO I,08,ARO BALOFIN NEAR ARO,014,,,,,,,,,,,,,,,
EKITI SOUTH WEST,IGBARA ODO I,08,ERELU / AT C/S SCHOOL,015,,,,,,,,,,,,,,,
EKITI SOUTH WEST,IGBARA ODO I,08,OMIAWO NEAR CHIEF ASAO AJISAFE,016,,,,,,,,,,,,,,,
EKITI SOUTH WEST,IGBARA ODO I,08,ERELU / OMIAWO AT C/S SCHOOL,017,,,,,,,,,,,,,,,
EKITI SOUTH WEST,IGBARA ODO I,08,INIPA / BAYEROJU CO-OPERATIVE STORE AT INIPA,018,,,,,,,,,,,,,,,
EKITI SOUTH WEST,IGBARA ODO I,08,PETU/ONIYA COMP AT COOP STORE,019,,,,,,,,,,,,,,,
EKITI SOUTH WEST,IGBARA ODO I,08,PETU / ONIYA COMP. / AT ST. PETERS SCHOOL,020,,,,,,,,,,,,,,,
EKITI SOUTH WEST,IGBARA ODO I,08,ASEBIOMO / ARIYO / AT ST. PETERS' SCHOOL,021,,,,,,,,,,,,,,,
EKITI SOUTH WEST,IGBARA ODO I,08,OWODE AREA / AT L. A. PRY. SCHOOL,022,,,,,,,,,,,,,,,
EKITI SOUTH WEST,IGBARA ODO I,08,OLOKUN COMP. / AT COCOA HALL AT IDIUJA I,023,,,,,,,,,,,,,,,
EKITI SOUTH WEST,IGBARA ODO I,08,OLOKUN COMP. / AT COCOA HALL AT IDIUJA II,024,,,,,,,,,,,,,,,
EKITI SOUTH WEST,IGBARA ODO I,08,AGBELE COMP. / AT ST. MARKS' SCHOOL,025,,,,,,,,,,,,,,,
EKITI SOUTH WEST,IGBARA ODO I,08,OBIROKODO C / ST. JAMES' SCHOOL,026,,,,,,,,,,,,,,,
EKITI SOUTH WEST,IGBARA ODO I,08,"ELEJOKA ODIGBO, ST. JAMES SCHOOL",027,,,,,,,,,,,,,,,
,SUM,,,,0,0,0,0,0,0,,,,,,,,,
EKITI SOUTH WEST,IGBARA ODO II,09,"BOLORUNDURO FARM / PRIMARY SCHOOL, BOLORUNDURO I",001,,,,,,,,,,,,,,,
EKITI SOUTH WEST,IGBARA ODO II,09,"BOLORUNDURO FARM /PRIMARY SCHOOL, BOLORUNDURO II",002,,,,,,,,,,,,,,,
EKITI SOUTH WEST,IGBARA ODO II,09,"BOLORUNDURO FARM / PRIMARY SCHOOL, BOLORUNDURO III",003,,,,,,,,,,,,,,,
EKITI SOUTH WEST,IGBARA ODO II,09,AYETORO / AT ST. PAUL' S SCHOOL,004,,,,,,,,,,,,,,,
EKITI SOUTH WEST,IGBARA ODO II,09,IDIASA / AT ST. PAUL' S SCHOOL,005,,,,,,,,,,,,,,,
EKITI SOUTH WEST,IGBARA ODO II,09,ASAN / AT ST. PAUL' S SCHOOL,006,,,,,,,,,,,,,,,
EKITI SOUTH WEST,IGBARA ODO II,09,OBARINMADUN / NEAR F. SEKITERI'S HOUSE I,007,,,,,,,,,,,,,,,
EKITI SOUTH WEST,IGBARA ODO II,09,OBARINMADUN / NEAR F. SEKITERI'S HOUSE II,008,,,,,,,,,,,,,,,
EKITI SOUTH WEST,IGBARA ODO II,09,LATE AYALODI TEWOBOLA / NEAR AYALODI TEWBOLA'S HOUSE,009,,,,,,,,,,,,,,,
EKITI SOUTH WEST,IGBARA ODO II,09,KAJOLA / OLOWOFELA / NEAR OLOGUNGBEDE'S HOUSE,010,,,,,,,,,,,,,,,
EKITI SOUTH WEST,IGBARA ODO II,09,KAJOLA / OLOWOFELA / AT ST. JOSEPH' S C. A. C.,011,,,,,,,,,,,,,,,
EKITI SOUTH WEST,IGBARA ODO II,09,OKE OSUN NEAR TEDELA,012,,,,,,,,,,,,,,,
EKITI SOUTH WEST,IGBARA ODO II,09,OBATEDO AREA / AT CO-OPERATIVE STORE OPPOSITE C. A. C.,013,,,,,,,,,,,,,,,
EKITI SOUTH WEST,IGBARA ODO II,09,IGBON / ARAPATE NEAR J. F. FATOBA,014,,,,,,,,,,,,,,,
EKITI SOUTH WEST,IGBARA ODO II,09,IGBON / ARAPATE NEAR AKEREYEMI'S HOUSE,015,,,,,,,,,,,,,,,
EKITI SOUTH WEST,IGBARA ODO II,09,ABOLUWODI / AT ST. STEPHEN' S PRY. SCHOOL,016,,,,,,,,,,,,,,,
EKITI SOUTH WEST,IGBARA ODO II,09,ODO OGBA / AT ST. STEPHENS PRY SCHOOL,017,,,,,,,,,,,,,,,
EKITI SOUTH WEST,IGBARA ODO II,09,OKE ODO / AT ST. RAPHAEL SCHOOL,018,,,,,,,,,,,,,,,
EKITI SOUTH WEST,IGBARA ODO II,09,ALARIN MOKUN / AT ST. RAPHAEL'S SCHOOL,019,,,,,,,,,,,,,,,
EKITI SOUTH WEST,IGBARA ODO II,09,ARAROMI OKE OSODI / AT ST. RAPHAEL'S SCHOOL,020,,,,,,,,,,,,,,,
EKITI SOUTH WEST,IGBARA ODO II,09,OKE IGBALA INFRONT OF C. A. C. I,021,,,,,,,,,,,,,,,
EKITI SOUTH WEST,IGBARA ODO II,09,OKE IGBALA INFRONT OF C. A. C. II,022,,,,,,,,,,,,,,,
EKITI SOUTH WEST,IGBARA ODO II,09,ITIGI AREA NEAR ITIGI,023,,,,,,,,,,,,,,,
EKITI SOUTH WEST,IGBARA ODO II,09,OSODI COMPOUND NEAR ITIGI,024,,,,,,,,,,,,,,,
EKITI SOUTH WEST,IGBARA ODO II,09,IDI OSE / OSUKOTU NEAR IDI OSE MARKET,025,,,,,,,,,,,,,,,
EKITI SOUTH WEST,IGBARA ODO II,09,IDI OSE / OSUKOTI SAPEYE HALL,026,,,,,,,,,,,,,,,
EKITI SOUTH WEST,IGBARA ODO II,09,ELEGIRI / BALOGUN IGE NEAR ADEYEMI'S HOUSE,027,,,,,,,,,,,,,,,
EKITI SOUTH WEST,IGBARA ODO II,09,ELEGIRI / BALOGUN IGE NEAR ASAMO'S HOUSE,028,,,,,,,,,,,,,,,
EKITI SOUTH WEST,IGBARA ODO II,09,ASARAN / OJANBATI ST. STEPHEN'S SCHOOL I,029,,,,,,,,,,,,,,,
EKITI SOUTH WEST,IGBARA ODO II,09,ASARAN / OJANBATI ST. STEPHEN' S SCHOOL II,030,,,,,,,,,,,,,,,
EKITI SOUTH WEST,IGBARA ODO II,09,OLOGBODO / ABAJA BESIDE OLOGBODO ABAJA,031,,,,,,,,,,,,,,,
EKITI SOUTH WEST,IGBARA ODO II,09,GBAMILAYIN / AFIN AREA COURT HALL,032,,,,,,,,,,,,,,,
,SUM,,,,0,0,0,0,0,0,,,,,,,,,
EKITI SOUTH WEST,OGOTUN I,10,IFAKIN AREA / ST. THOMAS'S SCHOOL,001,,,,,,,,,,,,,,,
EKITI SOUTH WEST,OGOTUN I,10,IFAKIN AREA / AJEBAMIDELE PRY. SCHOOL I,002,,,,,,,,,,,,,,,
EKITI SOUTH WEST,OGOTUN I,10,IFAKIN AREA / AJEBAMIDELE PRY. SCHOOL II,003,,,,,,,,,,,,,,,
EKITI SOUTH WEST,OGOTUN I,10,BABATOLA / NEAR BABATOLA,004,,,,,,,,,,,,,,,
EKITI SOUTH WEST,OGOTUN I,10,ABA IBADAN / AJEBAMIDELE PRY. SCHOOL,005,,,,,,,,,,,,,,,
EKITI SOUTH WEST,OGOTUN I,10,ILODA AREA / NEAR ILODA I,006,,,,,,,,,,,,,,,
EKITI SOUTH WEST,OGOTUN I,10,ILODA AREA / NEAR ILODA II,007,,,,,,,,,,,,,,,
EKITI SOUTH WEST,OGOTUN I,10,ILODA AREA / NEAR ILODA III,008,,,,,,,,,,,,,,,
EKITI SOUTH WEST,OGOTUN I,10,ILODA AREA / NEAR ILODA IV,009,,,,,,,,,,,,,,,
EKITI SOUTH WEST,OGOTUN I,10,OMI OGUN / NEAR OMI OGUN,010,,,,,,,,,,,,,,,
EKITI SOUTH WEST,OGOTUN I,10,ELEMO / NEAR ELEMO,011,,,,,,,,,,,,,,,
EKITI SOUTH WEST,OGOTUN I,10,AYEDADE OGOTUN HIGH SCHOOL,012,,,,,,,,,,,,,,,
EKITI SOUTH WEST,OGOTUN I,10,EDETEDO / ILUPEJU PRY. SCHOOL I,013,,,,,,,,,,,,,,,
EKITI SOUTH WEST,OGOTUN I,10,EDETEDO / ILUPEJU PRY. SCHOOL II,014,,,,,,,,,,,,,,,
EKITI SOUTH WEST,OGOTUN I,10,EDETEDO / ILUPEJU PRY. SCHOOL III,015,,,,,,,,,,,,,,,
EKITI SOUTH WEST,OGOTUN I,10,AJEBAMIDELE / IFELODUN PRY. SCHOOL I,016,,,,,,,,,,,,,,,
EKITI SOUTH WEST,OGOTUN I,10,AJEBAMIDELE / IFELODUN PRY. SCHOOL II,017,,,,,,,,,,,,,,,
EKITI SOUTH WEST,OGOTUN I,10,KAJOLA / ABA BAALE / AT IFELODUN PRY. SCHOOL,018,,,,,,,,,,,,,,,
EKITI SOUTH WEST,OGOTUN I,10,OLORIOKO / ARAROMI / ARAROMI PRY. SCHOOL I,019,,,,,,,,,,,,,,,
EKITI SOUTH WEST,OGOTUN I,10,OLORIOKO / ARAROMI / ARAROMI PRY. SCHOOL II,020,,,,,,,,,,,,,,,
EKITI SOUTH WEST,OGOTUN I,10,OSHOGBOTEDO / IFELOJU PRY. SCHOOL I,021,,,,,,,,,,,,,,,
EKITI SOUTH WEST,OGOTUN I,10,OSHOGBOTEDO / IFELOJU PRY. SCHOOL II,022,,,,,,,,,,,,,,,
EKITI SOUTH WEST,OGOTUN I,10,ATANOKO / NEAR ATANOKO,023,,,,,,,,,,,,,,,
EKITI SOUTH WEST,OGOTUN I,10,OMUARAN VILLAGE/ COMMUNITY SCHOOL / BOLORUNDURO,024,,,,,,,,,,,,,,,
,SUM,,,,0,0,0,0,0,0,,,,,,,,,
EKITI SOUTH WEST,OGOTUN II,11,OKEMI I I / ST. BATHOLOMEW,001,,,,,,,,,,,,,,,
EKITI SOUTH WEST,OGOTUN II,11,OKEMI I II / ST. BATHOLOMEW,002,,,,,,,,,,,,,,,
EKITI SOUTH WEST,OGOTUN II,11,OKEMI I III / ST. BATHOLOMEW,003,,,,,,,,,,,,,,,
EKITI SOUTH WEST,OGOTUN II,11,OKEMI I IV / ST. BATHOLOMEW,004,,,,,,,,,,,,,,,
EKITI SOUTH WEST,OGOTUN II,11,OKEMI I V / ST. BATHOLOMEW,005,,,,,,,,,,,,,,,
EKITI SOUTH WEST,OGOTUN II,11,OLOWOSILE AREA / NEAR OLOWOSILE,006,,,,,,,,,,,,,,,
EKITI SOUTH WEST,OGOTUN II,11,AWOPETU AREA / EMANUEL 'S SCHOOL,007,,,,,,,,,,,,,,,
EKITI SOUTH WEST,OGOTUN II,11,OTAPETE / AJANIMO / ST BATHOLOMEW,008,,,,,,,,,,,,,,,
EKITI SOUTH WEST,OGOTUN II,11,ORISUNBARE CAMP / ST PAUL'S PRY. SCHOOL,009,,,,,,,,,,,,,,,
EKITI SOUTH WEST,OGOTUN II,11,IBA AREA I / EMMANUEL SCHOOL,010,,,,,,,,,,,,,,,
EKITI SOUTH WEST,OGOTUN II,11,IBA AREA II / EMMANUEL SCHOOL,011,,,,,,,,,,,,,,,
EKITI SOUTH WEST,OGOTUN II,11,OGUNLEYE AREA NERA OGUNLEYE'S SCHOOL,012,,,,,,,,,,,,,,,
EKITI SOUTH WEST,OGOTUN II,11,ELEBEDO AREA / EMMANUEL'S SCHOOL,013,,,,,,,,,,,,,,,
EKITI SOUTH WEST,OGOTUN II,11,FALANA AREA COURT HALL,014,,,,,,,,,,,,,,,
EKITI SOUTH WEST,OGOTUN II,11,ARO'S COMPOUND / EMMANUEL'S C. A. C.,015,,,,,,,,,,,,,,,
EKITI SOUTH WEST,OGOTUN II,11,EDUN AGBON / EMMANUEL SCHOOL,016,,,,,,,,,,,,,,,
,SUM,,,,0,0,0,0,0,0,,,,,,,,,
,LG SUM,,,,0,0,0,0,0,0,,,,,,,,,
EMURE,ODO EMURE I,01,ST. ANDREWS PRY. SCHOOL / OLOJIDO / ADERIBIGBE / OBANIMO,001,,,,,,,,,,,,,,,
EMURE,ODO EMURE I,01,NEAR BADARU'S HOUSE / BADARU,002,,,,,,,,,,,,,,,
EMURE,ODO EMURE I,01,NEAR OKEYA'S HOUSE / OKEYA,003,,,,,,,,,,,,,,,
EMURE,ODO EMURE I,01,NEAR ALABO'S HOUSE / ALABO'S COMPOUND,004,,,,,,,,,,,,,,,
EMURE,ODO EMURE I,01,"CO-OPERATIVE NO I, / ORIMO'S COMPOUND",005,,,,,,,,,,,,,,,
EMURE,ODO EMURE I,01,BESIDE AMODU'S COMPOUND / AMODU'S COMPOUND,006,,,,,,,,,,,,,,,
EMURE,ODO EMURE I,01,NEAR KOLAWOLE'S HOUSE / KOLAWOLE AREA,007,,,,,,,,,,,,,,,
EMURE,ODO EMURE I,01,NEAR ASA'S HOUSE / ATUNWA'S COMPOUND,008,,,,,,,,,,,,,,,
,SUM,,,,0,0,0,0,0,0,,,,,,,,,
EMURE,ODO EMURE II,02,NEAR OLAJIDE'S HOUSE / OLAJIDE'S COMPOUND,001,,,,,,,,,,,,,,,
EMURE,ODO EMURE II,02,BETWEEN ARO EDEMO / POPOOLA EDEMO,002,,,,,,,,,,,,,,,
EMURE,ODO EMURE II,02,NEAR EDEMO'S HOUSE / OYEDAPO / ARO / EDEMO,003,,,,,,,,,,,,,,,
EMURE,ODO EMURE II,02,NEAR ROMAN CATHOLIC / ROMAN CATHOLIC CHURCH,004,,,,,,,,,,,,,,,
EMURE,ODO EMURE II,02,NEAR AJAYI'S HOUSE / ODO OGODO,005,,,,,,,,,,,,,,,
,SUM,,,,0,0,0,0,0,0,,,,,,,,,
EMURE,ODO EMURE III,03,AT SABO / OLOKORUN / GBEDU,001,,,,,,,,,,,,,,,
EMURE,ODO EMURE III,03,NEAR ADESINA STORE / PETER ADESINA STORE AREA,002,,,,,,,,,,,,,,,
EMURE,ODO EMURE III,03,NEAR AJIBOYE'S CAMP / IBEJI AJIBOYE CAMP,003,,,,,,,,,,,,,,,
EMURE,ODO EMURE III,03,OLD MODERN SCHOOL / OWOSENI AREA,004,,,,,,,,,,,,,,,
EMURE,ODO EMURE III,03,COMMUNITY PRY. SCHOOL / IBEJI ELIJU ILORI,005,,,,,,,,,,,,,,,
EMURE,ODO EMURE III,03,OPEN SPACE WITHIN EGBIRA CAMP / ABA EGBIRA,006,,,,,,,,,,,,,,,
EMURE,ODO EMURE III,03,COMMUNITY PRY. SCHOOL / IBEJI SHITTU,007,,,,,,,,,,,,,,,
EMURE,ODO EMURE III,03,AT ADU CAMP / ADU CAMP,008,,,,,,,,,,,,,,,
EMURE,ODO EMURE III,03,AT OLOBEBE'S CAMP / OLOBEBE CAMP,009,,,,,,,,,,,,,,,
EMURE,ODO EMURE III,03,NEAR MORENIKE AKINTOLAS HOUSE,010,,,,,,,,,,,,,,,
,SUM,,,,0,0,0,0,0,0,,,,,,,,,
EMURE,ODO EMURE IV,04,OWODE / OWODE,001,,,,,,,,,,,,,,,
EMURE,ODO EMURE IV,04,NEAR OJUMU'S HOUSE / OJUMU AKEREGUN,002,,,,,,,,,,,,,,,
EMURE,ODO EMURE IV,04,COMMUNITY PRY. SCHOOL OKESERI SETTLEMENT / OKESERI SETTLEMENT I,003,,,,,,,,,,,,,,,
EMURE,ODO EMURE IV,04,NEAR COMMUNITY PRY. SCHOOL OKESERI SETTLEMENT / OKESERI SETTLEMENT II,004,,,,,,,,,,,,,,,
EMURE,ODO EMURE IV,04,OPEN SPACE AT ALAPOTO / ALAPOTO VILLAGE,005,,,,,,,,,,,,,,,
EMURE,ODO EMURE IV,04,AT MOYEGUN'S COMPUND / MOYEGUN / OMOTOLA / ELEJOKA,006,,,,,,,,,,,,,,,
EMURE,ODO EMURE IV,04,AT EGBEDA CAMP / EGBEDA / EBENEZER / FALODUN,007,,,,,,,,,,,,,,,
EMURE,ODO EMURE IV,04,OSE ONIJA CAMP / OSE ONIJA,008,,,,,,,,,,,,,,,
EMURE,ODO EMURE IV,04,ALABA MARUN PRY. SCHOOL / ALABA MARUN / ALADE,009,,,,,,,,,,,,,,,
,SUM,,,,0,0,0,0,0,0,,,,,,,,,
EMURE,OKE EMURE I,05,AAFIN TOWN HALL / AAFIN / TOWN HALL,001,,,,,,,,,,,,,,,
EMURE,OKE EMURE I,05,OPEN SPACE AT SASERE / AJEBAMIDELE / SASERE,002,,,,,,,,,,,,,,,
EMURE,OKE EMURE I,05,NEAR AJIRENI CAMP / AJO / AJIREMI CAMP,003,,,,,,,,,,,,,,,
EMURE,OKE EMURE I,05,BESIDE ASAKE'S HOUSE / ASAKE / ODOBA'S COMPUND,004,,,,,,,,,,,,,,,
EMURE,OKE EMURE I,05,NEAR RABIU APESIN'S / RABIU / APESIN / ALADURA,005,,,,,,,,,,,,,,,
EMURE,OKE EMURE I,05,INFRONT OF POST OFFICE / FALAYI / DONGO COMPOUND,006,,,,,,,,,,,,,,,
EMURE,OKE EMURE I,05,IN FRONT OF ALADE'S HOUSE / ALADE / EGUNJOBI'S COMPOUND,007,,,,,,,,,,,,,,,
EMURE,OKE EMURE I,05,ST. PAULS SCHOOL / KAJOLA / OGBONTITUN AREA,008,,,,,,,,,,,,,,,
